respondent_id,segment,role,building_type,num_buildings,total_gfa,primary_emirate,years_in_uae,monthly_bill_aed,bill_category,hvac_pct_of_bill,bill_change_3yr,summer_cooling_spike,monitor_manual,monitor_smart_meter,monitor_bms,monitor_iot,monitor_audit,monitor_none,realtime_visibility_score,energy_intensity_tracking,pain_high_cost,pain_old_hvac,pain_no_data,pain_occupancy,pain_wastage,pain_comfort,pain_maintenance,pain_compliance,hvac_satisfaction,strategy_awareness,sustainability_strategy,tariff_impact,stakeholder_pressure,tech_smart_meter,tech_iot_sensor,tech_auto_lighting,tech_bms,tech_air_quality,tech_ai_maintenance,tech_solar,tech_none,ai_openness,min_savings_threshold,feat_dashboard,feat_auto_hvac,feat_occupancy,feat_predictive,feat_air_quality,feat_carbon,feat_bms_integ,feat_mobile_app,feat_compliance,commercial_model,max_payback,wtp_aed_per_building,wtp_category,pilot_interest,ai_adoption_vision,adoption_class
261,Early Majority Evaluators,C-Suite Executive,Hotel/Hospitality,16-50,20k-100km²,Abu Dhabi,>10 years,962906.5597103332,100k-500k,72.1,Decreased 5-20%,51-100%,1,1,0,0,0,1,7,Yes-occasional,1,0,0,0,0,0,0,1,,Somewhat familiar,Plan to,Not sure,8.0,0,0,1,0,0,0,0,0,4,Non-cost KPI,4,5,4,4,5,1.0,2,3,4,CAPEX,5-7yr,2742.122586281621,2k-5k,3,Regulation-driven,Evaluator
262,Cost-Driven Laggards,Other,Residential Tower,1,<5000m²,Dubai,>10 years,118000.0,100k-500k,78.0,Increased 5-20%,51-100%,0,0,0,0,0,0,6,No plans,1,1,0,0,1,0,1,0,2.0,Familiar,Full strategy,Significantly impacted,4.0,0,1,0,0,0,0,0,0,2,21-30%,3,4,2,5,4,2.0,2,2,1,Lease,5-7yr,500.0,<2k,2,Premium/Grade-A only,Not Ready
263,Early Majority Evaluators,C-Suite Executive,Hotel/Hospitality,2-5,20k-100km²,Dubai,6-10 years,199000.0,100k-500k,85.1,Increased 5-20%,20-50%,1,0,1,0,1,0,7,Yes-systematic,1,0,0,0,1,0,0,1,2.0,Familiar,Partial strategy,Significantly impacted,5.0,1,1,0,1,0,0,0,0,5,11-20%,5,3,5,3,5,5.0,4,3,3,Savings-Sharing,>7yr,2606.0297840146777,2k-5k,5,Limited adoption,High-Intent Buyer
264,Early Majority Evaluators,Property Owner,Retail/Mall,6-15,20k-100km²,Abu Dhabi,6-10 years,5000.0,<20k,80.8,Increased>20%,20-50%,1,1,1,0,1,0,5,Yes-systematic,1,1,0,0,1,1,1,0,3.0,Very familiar,Full strategy,Moderately impacted,5.0,1,0,1,0,0,0,1,0,2,21-30%,5,3,4,5,4,3.0,3,2,4,SaaS Subscription,3-5yr,4823.849840602248,2k-5k,4,Regulation-driven,Evaluator
265,Compliance-Led Adopters,Hospitality Manager,Retail/Mall,1,100k-500km²,RAK,>10 years,382000.0,100k-500k,53.7,Increased>20%,>100%,1,0,0,0,0,1,7,Yes-occasional,1,1,0,1,1,0,0,1,3.0,Familiar,In development,Significantly impacted,6.0,0,1,1,1,1,1,0,0,4,21-30%,5,3,3,3,5,5.0,5,4,4,Lease,<1yr,6689.702646108465,5k-15k,2,Premium/Grade-A only,Evaluator
266,Cost-Driven Laggards,Operations Manager,Industrial/Warehouse,2-5,<5000m²,Abu Dhabi,>10 years,332000.0,100k-500k,78.2,Stable,51-100%,1,0,0,0,0,0,6,Plan to,1,1,1,1,1,1,1,0,1.0,Not familiar,Plan to,Moderately impacted,4.0,0,0,0,0,0,0,0,1,3,21-30%,3,5,4,3,3,1.0,3,2,3,Lease,3-5yr,3151.5782046636195,2k-5k,2,Premium/Grade-A only,Evaluator
267,Cost-Driven Laggards,Operations Manager,Mixed-Use,6-15,5k-20km²,Abu Dhabi,<2 years,158000.0,100k-500k,78.1,Increased 5-20%,51-100%,0,0,0,0,0,0,4,Plan to,1,1,0,0,1,0,1,1,3.0,Not familiar,In development,Minimal,5.0,1,0,0,1,0,0,0,0,2,21-30%,5,3,4,4,5,3.0,2,3,1,Managed Service,3-5yr,5377.728419137933,5k-15k,2,Premium/Grade-A only,Not Ready
268,Compliance-Led Adopters,Government Official,Mixed-Use,1,<5000m²,Abu Dhabi,>10 years,383000.0,100k-500k,49.3,Increased>20%,51-100%,0,0,1,0,0,0,6,Yes-systematic,0,1,1,1,0,1,1,1,3.0,Not familiar,In development,Significantly impacted,9.0,0,0,1,0,0,1,1,0,4,>30%,4,5,4,5,5,,4,3,5,Savings-Sharing,3-5yr,7135.680170990162,5k-15k,3,Limited adoption,Evaluator
269,Early Majority Evaluators,Property Owner,Government Facility,16-50,100k-500km²,Sharjah,>10 years,275000.0,100k-500k,62.4,Stable,>100%,0,1,1,0,1,0,4,Yes-systematic,1,1,1,1,1,1,0,1,2.0,Familiar,Partial strategy,Moderately impacted,7.0,0,1,1,1,0,1,0,0,2,5-10%,5,4,5,4,3,3.0,5,4,3,Savings-Sharing,3-5yr,9523.697001571414,5k-15k,4,Regulation-driven,Evaluator
270,Tech-Forward Operators,Facilities Manager,Hotel/Hospitality,1,5k-20km²,RAK,2-5 years,1227000.0,500k-2M,45.6,Stable,>100%,1,0,0,1,0,1,9,Yes-systematic,1,0,0,1,1,1,0,0,3.0,Very familiar,Full strategy,Significantly impacted,7.0,1,1,0,1,1,1,0,0,5,11-20%,4,5,4,3,4,3.0,5,5,3,Savings-Sharing,<1yr,20383.358535352578,15k-30k,5,Standard across all,High-Intent Buyer
271,Tech-Forward Operators,Operations Manager,Industrial/Warehouse,6-15,5k-20km²,Abu Dhabi,>10 years,388000.0,100k-500k,68.9,Increased 5-20%,20-50%,0,0,1,1,1,0,8,Yes-occasional,1,1,1,1,1,0,1,1,4.0,Very familiar,Full strategy,Minimal,3.0,1,1,1,1,1,0,0,0,3,21-30%,4,4,5,5,4,5.0,4,4,4,SaaS Subscription,3-5yr,8927.1256059112,5k-15k,3,Standard across all,Evaluator
272,Resistant Traditionalists,Operations Manager,Industrial/Warehouse,1,5k-20km²,Abu Dhabi,>10 years,97000.0,20k-100k,83.4,Increased 5-20%,>100%,1,0,0,0,0,0,2,No plans,1,0,1,1,0,0,0,0,3.0,Somewhat familiar,Full strategy,Moderately impacted,3.0,0,0,0,0,0,0,0,0,2,>30%,3,3,3,3,2,2.0,3,2,2,Savings-Sharing,5-7yr,577.8447342411623,<2k,1,Limited adoption,Not Ready
273,Cost-Driven Laggards,Hospitality Manager,Retail/Mall,6-15,20k-100km²,Dubai,6-10 years,31000.0,20k-100k,75.5,Decreased>20%,20-50%,0,1,0,0,1,0,2,No plans,1,1,0,0,0,0,0,0,4.0,Not familiar,Plan to,Significantly impacted,6.0,0,0,0,0,0,0,0,0,3,11-20%,5,5,3,3,2,3.0,3,3,4,CAPEX,<1yr,3110.804045361454,2k-5k,4,Premium/Grade-A only,Evaluator
274,Resistant Traditionalists,Operations Manager,Industrial/Warehouse,2-5,5k-20km²,Dubai,6-10 years,67000.0,20k-100k,60.1,Increased 5-20%,51-100%,1,0,0,0,0,0,2,No plans,1,0,0,0,1,0,1,0,3.0,Somewhat familiar,No plans,Significantly impacted,3.0,0,0,0,0,0,0,0,1,1,21-30%,1,1,3,3,1,3.0,4,4,2,CAPEX,5-7yr,5337.937356624012,5k-15k,2,Regulation-driven,Not Ready
275,Resistant Traditionalists,C-Suite Executive,Retail/Mall,1,5k-20km²,Abu Dhabi,>10 years,91000.0,20k-100k,85.9,Increased 5-20%,>100%,0,1,0,0,0,0,5,Yes-occasional,1,1,0,0,0,0,1,0,4.0,Somewhat familiar,Full strategy,Moderately impacted,4.0,0,0,0,0,0,0,0,1,1,>30%,4,3,4,1,2,2.0,2,3,1,Managed Service,<1yr,4661.2884234276125,2k-5k,1,Limited adoption,Not Ready
276,Resistant Traditionalists,Facilities Manager,Retail/Mall,2-5,5k-20km²,Dubai,2-5 years,96000.0,20k-100k,64.0,Stable,51-100%,1,1,0,0,0,0,2,No plans,1,1,0,0,1,0,0,1,3.0,Somewhat familiar,No plans,Not sure,1.0,0,0,0,0,0,0,0,1,2,21-30%,3,2,1,3,2,1.0,3,2,1,CAPEX,3-5yr,513.3527032977179,<2k,2,Premium/Grade-A only,Not Ready
277,Tech-Forward Operators,Facilities Manager,Hotel/Hospitality,6-15,100k-500km²,Abu Dhabi,<2 years,302000.0,100k-500k,66.3,Stable,51-100%,0,0,1,1,0,0,6,Yes-systematic,1,1,0,0,0,0,1,1,2.0,Familiar,Partial strategy,Moderately impacted,8.0,1,1,1,1,0,1,1,1,5,11-20%,5,5,4,5,3,,5,5,3,SaaS Subscription,1-2yr,12032.95530146036,5k-15k,4,Limited adoption,High-Intent Buyer
278,Early Majority Evaluators,Facilities Manager,Mixed-Use,2-5,<5000m²,Abu Dhabi,2-5 years,356000.0,100k-500k,62.2,Increased>20%,51-100%,0,1,1,0,0,0,5,Yes-systematic,0,1,0,1,1,1,0,0,2.0,Familiar,In development,Moderately impacted,,0,1,0,1,1,0,0,0,3,5-10%,5,3,5,4,3,3.0,4,4,4,SaaS Subscription,3-5yr,8842.201071390558,5k-15k,5,Standard across all,Evaluator
279,Cost-Driven Laggards,Property Owner,Residential Tower,2-5,5k-20km²,Dubai,>10 years,79000.0,20k-100k,86.6,Stable,51-100%,1,1,0,0,0,0,5,Yes-occasional,1,1,0,0,0,1,1,1,3.0,Not familiar,Plan to,Moderately impacted,5.0,0,0,1,0,0,0,0,0,1,>30%,4,5,4,3,4,2.0,2,2,2,CAPEX,3-5yr,6253.21815862437,5k-15k,3,Regulation-driven,Evaluator
280,Resistant Traditionalists,Facilities Manager,Retail/Mall,6-15,<5000m²,Dubai,>10 years,5000.0,<20k,73.0,Increased 5-20%,20-50%,0,1,0,0,0,0,3,No plans,1,0,0,0,0,0,1,0,3.0,Not familiar,No plans,Moderately impacted,4.0,1,0,0,0,0,0,0,1,2,>30%,2,2,3,3,3,2.0,5,3,1,Savings-Sharing,5-7yr,3848.0329892654245,2k-5k,1,Premium/Grade-A only,Not Ready
281,Early Majority Evaluators,Operations Manager,Hotel/Hospitality,2-5,20k-100km²,Abu Dhabi,6-10 years,133000.0,100k-500k,52.3,Stable,20-50%,0,0,0,1,0,0,5,Plan to,1,1,1,1,0,0,1,1,3.0,Very familiar,Full strategy,Significantly impacted,8.0,1,0,0,0,0,0,0,0,3,>30%,4,4,4,5,5,4.0,5,4,4,Savings-Sharing,3-5yr,6390.792713941626,5k-15k,4,Premium/Grade-A only,Evaluator
282,Tech-Forward Operators,Facilities Manager,Industrial/Warehouse,6-15,20k-100km²,Dubai,6-10 years,649000.0,500k-2M,78.0,Decreased 5-20%,>100%,0,0,1,1,0,0,9,Yes-systematic,1,1,1,0,1,0,0,1,3.0,Familiar,Full strategy,Moderately impacted,9.0,1,1,0,1,1,0,0,0,5,21-30%,4,5,4,4,4,4.0,5,3,3,Managed Service,3-5yr,13222.032509358589,5k-15k,5,Standard across all,High-Intent Buyer
283,Compliance-Led Adopters,Sustainability Officer,Hotel/Hospitality,6-15,>500km²,Dubai,<2 years,336000.0,100k-500k,52.8,Increased 5-20%,51-100%,0,1,1,1,0,0,7,Yes-systematic,1,0,1,1,1,0,1,0,4.0,Familiar,In development,Significantly impacted,7.0,1,0,1,0,1,0,0,0,5,5-10%,5,4,4,5,3,3.0,4,3,4,SaaS Subscription,>7yr,13673.867219553242,5k-15k,4,Regulation-driven,High-Intent Buyer
284,Tech-Forward Operators,Government Official,Commercial Office,6-15,5k-20km²,Sharjah,>10 years,955000.0,500k-2M,61.2,Stable,51-100%,0,0,0,1,1,0,7,Yes-occasional,1,0,1,1,1,1,1,1,2.0,Familiar,Plan to,Significantly impacted,8.0,1,0,1,1,1,1,0,0,5,21-30%,5,5,5,4,5,4.0,4,5,3,Managed Service,<1yr,500.0,<2k,5,Standard across all,High-Intent Buyer
285,Tech-Forward Operators,Sustainability Officer,Commercial Office,2-5,100k-500km²,Fujairah,>10 years,832000.0,500k-2M,68.7,Increased 5-20%,51-100%,1,0,0,1,0,0,7,Yes-systematic,1,1,1,1,1,1,1,0,2.0,Familiar,In development,Moderately impacted,7.0,1,1,1,0,1,0,0,0,4,21-30%,5,5,5,4,5,4.0,2,3,4,Savings-Sharing,1-2yr,15097.58949767999,15k-30k,5,Premium/Grade-A only,High-Intent Buyer
286,Early Majority Evaluators,Hospitality Manager,Industrial/Warehouse,2-5,<5000m²,Abu Dhabi,>10 years,230000.0,100k-500k,79.6,Decreased 5-20%,51-100%,0,0,0,0,0,0,3,Plan to,0,1,1,0,0,1,0,1,3.0,Not familiar,No plans,Moderately impacted,5.0,1,0,0,0,1,0,0,0,4,11-20%,3,5,5,5,4,2.0,4,4,3,SaaS Subscription,1-2yr,6592.647904559248,5k-15k,3,Premium/Grade-A only,Evaluator
287,Early Majority Evaluators,Operations Manager,Retail/Mall,16-50,<5000m²,Dubai,6-10 years,149000.0,100k-500k,79.4,Increased 5-20%,>100%,0,0,1,1,0,0,6,Yes-systematic,0,1,1,1,1,0,0,0,4.0,Somewhat familiar,Full strategy,Moderately impacted,7.0,0,0,0,1,1,0,0,0,4,11-20%,4,4,4,4,4,3.0,5,4,3,CAPEX,5-7yr,3778.455640380253,2k-5k,3,Premium/Grade-A only,Evaluator
288,Compliance-Led Adopters,Other,Residential Tower,50+,100k-500km²,Dubai,6-10 years,5000.0,<20k,59.7,Increased 5-20%,51-100%,0,0,0,0,0,0,6,No plans,1,1,1,1,0,0,0,1,,Very familiar,Full strategy,Moderately impacted,10.0,1,1,1,0,1,0,1,0,4,11-20%,5,4,5,4,5,5.0,3,3,4,CAPEX,1-2yr,12592.149148940869,5k-15k,5,Regulation-driven,High-Intent Buyer
289,Tech-Forward Operators,Operations Manager,Retail/Mall,2-5,100k-500km²,Abu Dhabi,>10 years,830000.0,500k-2M,65.7,Increased 5-20%,>100%,0,0,0,1,0,1,7,Yes-systematic,1,1,1,1,1,0,1,0,3.0,Familiar,Full strategy,Not sure,8.0,0,0,1,1,0,1,0,0,5,21-30%,3,3,5,5,4,4.0,2,2,2,Savings-Sharing,1-2yr,5241.433866703465,5k-15k,4,Standard across all,High-Intent Buyer
290,Compliance-Led Adopters,Facilities Manager,Commercial Office,6-15,5k-20km²,Dubai,6-10 years,247000.0,100k-500k,38.2,Decreased 5-20%,51-100%,0,0,1,1,0,0,5,Yes-occasional,1,1,0,0,1,1,0,1,5.0,Very familiar,Full strategy,Significantly impacted,8.0,0,1,0,0,0,0,0,0,5,11-20%,5,4,4,5,4,,3,4,5,Lease,3-5yr,12217.266559500316,5k-15k,5,Standard across all,High-Intent Buyer
291,Cost-Driven Laggards,Operations Manager,Commercial Office,16-50,<5000m²,Ajman,6-10 years,119000.0,100k-500k,70.9,Increased 5-20%,51-100%,0,0,0,0,0,0,5,Yes-occasional,1,1,0,0,1,1,1,1,2.0,Somewhat familiar,Partial strategy,Significantly impacted,5.0,0,1,0,0,0,0,0,0,3,11-20%,4,4,4,3,2,2.0,4,3,3,Savings-Sharing,5-7yr,6329.927468013369,5k-15k,4,Regulation-driven,Evaluator
292,Compliance-Led Adopters,Government Official,Commercial Office,16-50,100k-500km²,Abu Dhabi,>10 years,647000.0,500k-2M,53.4,Increased 5-20%,<20%,0,0,0,0,0,0,5,Yes-occasional,1,1,1,0,1,1,0,0,3.0,Somewhat familiar,Full strategy,Moderately impacted,7.0,1,1,1,0,1,1,0,0,4,>30%,4,4,3,3,3,5.0,5,4,4,Savings-Sharing,3-5yr,4777.353112237424,2k-5k,4,Standard across all,High-Intent Buyer
293,Compliance-Led Adopters,Property Owner,Government Facility,1,20k-100km²,Dubai,6-10 years,857000.0,500k-2M,59.6,Increased 5-20%,51-100%,0,0,0,1,0,0,6,Yes-systematic,0,0,0,0,1,1,0,1,5.0,Familiar,Partial strategy,Significantly impacted,7.0,0,0,0,1,1,0,0,0,3,11-20%,4,2,3,3,4,4.0,5,4,5,Managed Service,5-7yr,11150.20918279925,5k-15k,4,Standard across all,Evaluator
294,Tech-Forward Operators,Government Official,Hotel/Hospitality,50+,100k-500km²,Abu Dhabi,>10 years,5000.0,<20k,64.2,Stable,51-100%,0,0,0,0,1,0,7,Yes-occasional,1,0,1,0,1,1,0,0,5.0,Somewhat familiar,Plan to,Moderately impacted,4.0,1,1,1,1,1,0,1,0,4,11-20%,5,5,5,4,3,4.0,5,4,3,Managed Service,3-5yr,9814.259424645534,5k-15k,5,Standard across all,High-Intent Buyer
295,Tech-Forward Operators,Operations Manager,Hotel/Hospitality,16-50,100k-500km²,Sharjah,>10 years,418000.0,100k-500k,67.2,Stable,>100%,0,0,1,0,0,1,7,Yes-occasional,1,1,1,1,0,1,0,1,2.0,Very familiar,Full strategy,Significantly impacted,5.0,1,1,1,1,0,0,1,0,4,11-20%,4,4,4,4,4,3.0,5,5,3,Savings-Sharing,<1yr,10782.49522193733,5k-15k,5,Regulation-driven,High-Intent Buyer
296,Early Majority Evaluators,C-Suite Executive,Residential Tower,50+,20k-100km²,Dubai,6-10 years,5000.0,<20k,66.6,Stable,>100%,0,0,0,0,0,0,7,Yes-systematic,1,0,1,0,1,1,1,1,4.0,Familiar,Plan to,Moderately impacted,3.0,0,1,1,0,1,0,0,0,4,>30%,4,5,4,4,4,3.0,4,3,4,Savings-Sharing,>7yr,8187.444054239667,5k-15k,3,Premium/Grade-A only,Evaluator
297,Resistant Traditionalists,Facilities Manager,Mixed-Use,2-5,5k-20km²,Dubai,6-10 years,31000.0,20k-100k,79.4,Stable,>100%,0,0,0,0,0,0,5,No plans,1,1,1,0,0,1,1,0,4.0,Familiar,No plans,Significantly impacted,3.0,0,0,0,0,0,0,0,1,1,21-30%,1,2,2,2,4,1.0,2,2,1,Savings-Sharing,5-7yr,3688.3614983494645,2k-5k,3,Standard across all,Evaluator
298,Tech-Forward Operators,Property Owner,Commercial Office,50+,>500km²,Dubai,2-5 years,1049000.0,500k-2M,70.4,Increased 5-20%,51-100%,0,0,1,1,0,0,7,Yes-occasional,1,0,1,1,1,0,1,0,3.0,Very familiar,Plan to,Moderately impacted,5.0,1,1,1,1,1,0,1,0,3,11-20%,5,5,4,4,4,4.0,5,4,2,Managed Service,1-2yr,10754.630602684383,5k-15k,4,Standard across all,Evaluator
299,Compliance-Led Adopters,C-Suite Executive,Government Facility,50+,>500km²,Dubai,6-10 years,335000.0,100k-500k,55.2,Increased>20%,<20%,0,0,0,1,0,0,7,Yes-systematic,1,0,1,0,0,0,0,1,4.0,Very familiar,Full strategy,Significantly impacted,9.0,1,1,0,0,1,0,0,0,4,11-20%,4,4,4,5,3,5.0,5,5,5,SaaS Subscription,3-5yr,13727.461643557383,5k-15k,4,Regulation-driven,High-Intent Buyer
300,Tech-Forward Operators,Hospitality Manager,Hotel/Hospitality,2-5,>500km²,Dubai,>10 years,355000.0,100k-500k,62.6,Increased 5-20%,20-50%,0,0,0,1,1,0,4,Yes-systematic,0,1,1,1,1,0,0,0,4.0,Very familiar,Full strategy,Moderately impacted,6.0,1,1,1,1,0,0,0,0,5,5-10%,3,5,3,5,5,3.0,3,4,3,Savings-Sharing,5-7yr,500.0,<2k,5,Standard across all,Evaluator
301,Resistant Traditionalists,Government Official,Residential Tower,2-5,5k-20km²,Abu Dhabi,6-10 years,93000.0,20k-100k,69.2,Decreased>20%,>100%,0,0,0,0,1,0,1,No plans,1,1,0,0,1,0,1,0,2.0,Familiar,Plan to,Moderately impacted,3.0,0,0,0,0,0,0,0,1,2,Non-cost KPI,2,1,3,1,3,2.0,2,2,1,Lease,5-7yr,2585.843572633768,2k-5k,4,Regulation-driven,Evaluator
302,Early Majority Evaluators,Other,Residential Tower,6-15,>500km²,Abu Dhabi,>10 years,216000.0,100k-500k,57.0,Stable,51-100%,0,1,1,0,1,0,5,Yes-systematic,1,0,0,0,1,1,1,0,2.0,Somewhat familiar,Plan to,Significantly impacted,5.0,0,1,1,0,0,1,1,0,3,21-30%,3,5,4,5,4,4.0,4,3,3,Managed Service,5-7yr,6082.330151680659,5k-15k,4,Limited adoption,Evaluator
303,Resistant Traditionalists,Operations Manager,Industrial/Warehouse,2-5,<5000m²,Abu Dhabi,2-5 years,45000.0,20k-100k,83.9,Increased>20%,>100%,1,0,0,0,0,1,2,No plans,1,0,0,0,0,0,0,0,4.0,Not familiar,No plans,Significantly impacted,2.0,0,0,0,0,0,0,0,1,3,>30%,3,1,3,2,1,1.0,2,2,2,SaaS Subscription,3-5yr,1532.530024681978,<2k,2,Limited adoption,Evaluator
304,Cost-Driven Laggards,Property Owner,Industrial/Warehouse,1,5k-20km²,Dubai,2-5 years,252000.0,100k-500k,72.9,Increased 5-20%,>100%,1,1,0,0,0,0,4,No plans,1,1,1,1,1,0,1,0,3.0,Somewhat familiar,Partial strategy,Significantly impacted,4.0,0,0,0,0,0,0,0,0,3,>30%,3,3,4,4,4,,5,3,2,Managed Service,5-7yr,848.9360843187129,5k-15k,2,Standard across all,Evaluator
305,Compliance-Led Adopters,Government Official,Hotel/Hospitality,2-5,>500km²,Abu Dhabi,2-5 years,308000.0,100k-500k,56.0,Increased 5-20%,>100%,0,0,1,1,0,0,5,No plans,0,1,1,1,0,1,1,1,2.0,Very familiar,No plans,Significantly impacted,9.0,1,0,0,1,1,1,1,0,5,21-30%,5,4,5,4,5,4.0,5,5,5,CAPEX,3-5yr,13650.24287647572,5k-15k,5,Premium/Grade-A only,High-Intent Buyer
306,Resistant Traditionalists,Property Owner,Hotel/Hospitality,16-50,20k-100km²,Dubai,>10 years,49000.0,20k-100k,84.6,Increased>20%,20-50%,1,0,0,0,0,0,2,No plans,1,1,0,1,1,0,1,0,3.0,Somewhat familiar,Plan to,Moderately impacted,,0,0,0,0,0,0,0,1,2,Non-cost KPI,3,2,1,3,2,3.0,3,2,4,Lease,5-7yr,500.0,<2k,3,Regulation-driven,Evaluator
307,Compliance-Led Adopters,Government Official,Hotel/Hospitality,1,5k-20km²,Abu Dhabi,>10 years,488000.0,100k-500k,39.6,Increased 5-20%,20-50%,0,0,0,0,1,0,5,Plan to,1,1,0,0,1,1,1,1,3.0,Very familiar,Full strategy,No impact,9.0,1,1,1,1,0,0,0,0,2,5-10%,4,5,5,5,4,5.0,4,4,4,CAPEX,<1yr,10470.96961585631,5k-15k,3,Regulation-driven,Evaluator
308,Compliance-Led Adopters,Sustainability Officer,Mixed-Use,2-5,>500km²,Sharjah,>10 years,460000.0,100k-500k,56.8,Stable,51-100%,1,1,1,0,0,0,6,Yes-systematic,1,1,1,0,1,1,1,1,3.0,Very familiar,Full strategy,Significantly impacted,8.0,0,1,1,1,1,1,1,0,5,>30%,4,4,4,5,5,5.0,4,3,5,CAPEX,3-5yr,11443.993207015219,5k-15k,4,Regulation-driven,High-Intent Buyer
309,Tech-Forward Operators,Property Owner,Commercial Office,2-5,100k-500km²,Abu Dhabi,<2 years,628000.0,500k-2M,61.4,Decreased 5-20%,20-50%,0,0,1,1,0,0,7,No plans,1,1,1,1,1,0,0,0,1.0,Very familiar,Full strategy,Significantly impacted,6.0,1,0,1,1,1,1,1,0,5,21-30%,4,3,5,4,3,4.0,4,4,4,SaaS Subscription,1-2yr,8415.459809140631,5k-15k,5,Premium/Grade-A only,High-Intent Buyer
310,Early Majority Evaluators,C-Suite Executive,Residential Tower,2-5,100k-500km²,Abu Dhabi,6-10 years,299000.0,100k-500k,60.7,Increased 5-20%,20-50%,0,1,1,1,0,0,4,Yes-systematic,1,1,1,1,1,0,0,1,4.0,Somewhat familiar,In development,Significantly impacted,7.0,1,0,1,0,1,0,0,0,3,11-20%,5,4,3,5,4,4.0,5,3,5,SaaS Subscription,5-7yr,6204.355127353084,5k-15k,4,Standard across all,Evaluator
311,Cost-Driven Laggards,Operations Manager,Government Facility,6-15,20k-100km²,Abu Dhabi,2-5 years,193000.0,100k-500k,74.7,Increased 5-20%,51-100%,0,0,0,0,0,0,3,No plans,0,1,1,1,0,0,0,0,1.0,Somewhat familiar,In development,Minimal,7.0,0,0,0,0,0,0,0,1,2,11-20%,5,5,4,4,4,1.0,4,3,3,Savings-Sharing,>7yr,300.0,<2k,2,Regulation-driven,Not Ready
312,Compliance-Led Adopters,Operations Manager,Commercial Office,6-15,5k-20km²,Abu Dhabi,>10 years,241000.0,100k-500k,60.3,Decreased>20%,20-50%,1,0,1,1,1,0,4,No plans,0,1,1,1,1,0,1,1,3.0,Very familiar,Full strategy,Minimal,8.0,1,1,1,1,1,1,1,0,4,21-30%,5,3,3,5,5,,4,4,5,Lease,3-5yr,11208.455411930148,5k-15k,4,Standard across all,Evaluator
313,Cost-Driven Laggards,Operations Manager,Hotel/Hospitality,50+,100k-500km²,Dubai,>10 years,292000.0,100k-500k,84.0,Increased>20%,51-100%,0,1,0,0,0,0,2,No plans,1,1,1,0,1,1,0,0,4.0,Very familiar,Plan to,Minimal,3.0,0,0,0,0,0,0,0,0,2,21-30%,2,3,3,4,3,4.0,4,3,2,Savings-Sharing,3-5yr,3712.961512730823,2k-5k,2,Limited adoption,Not Ready
314,Early Majority Evaluators,Property Owner,Commercial Office,16-50,20k-100km²,Abu Dhabi,>10 years,177000.0,100k-500k,62.9,Stable,20-50%,0,0,1,1,1,0,5,No plans,1,0,1,1,1,0,1,0,3.0,Very familiar,Full strategy,Significantly impacted,,0,0,1,1,0,0,0,0,5,21-30%,5,4,3,2,4,3.0,5,3,4,Savings-Sharing,1-2yr,8565.19805735473,5k-15k,3,Premium/Grade-A only,Evaluator
315,Compliance-Led Adopters,Property Owner,Government Facility,6-15,100k-500km²,Abu Dhabi,6-10 years,341000.0,100k-500k,61.7,Increased 5-20%,>100%,1,1,1,0,0,0,6,Yes-systematic,1,1,1,0,0,0,0,1,3.0,Very familiar,Full strategy,Moderately impacted,10.0,0,0,0,1,0,0,0,0,3,11-20%,5,5,4,4,4,4.0,4,4,4,SaaS Subscription,1-2yr,7305.28191470154,5k-15k,4,Premium/Grade-A only,Evaluator
316,Compliance-Led Adopters,Facilities Manager,Mixed-Use,50+,100k-500km²,RAK,>10 years,348000.0,100k-500k,69.1,Increased>20%,20-50%,0,0,0,0,0,0,5,Yes-systematic,1,1,0,1,0,1,0,1,3.0,Familiar,Partial strategy,Significantly impacted,6.0,0,0,0,1,1,1,1,0,3,5-10%,2,5,5,3,5,5.0,5,3,5,CAPEX,5-7yr,11761.966875164042,5k-15k,5,Standard across all,Evaluator
317,Resistant Traditionalists,Facilities Manager,Hotel/Hospitality,1,5k-20km²,Dubai,>10 years,5000.0,<20k,81.5,Stable,51-100%,1,1,0,0,0,0,1,Plan to,1,1,0,0,0,0,0,0,4.0,Somewhat familiar,No plans,Moderately impacted,3.0,0,0,0,0,0,0,0,1,2,21-30%,3,3,4,1,1,1.0,3,2,1,Managed Service,<1yr,3100.18030847913,2k-5k,3,Standard across all,Evaluator
318,Compliance-Led Adopters,Sustainability Officer,Hotel/Hospitality,6-15,20k-100km²,Dubai,6-10 years,301000.0,100k-500k,62.3,Increased 5-20%,51-100%,0,1,0,0,1,0,3,Yes-systematic,0,1,1,0,0,1,0,1,2.0,Very familiar,Full strategy,Significantly impacted,6.0,1,0,0,0,0,0,0,0,3,11-20%,4,3,3,4,4,3.0,3,4,5,SaaS Subscription,3-5yr,5634.401545127279,5k-15k,4,Premium/Grade-A only,Evaluator
319,Compliance-Led Adopters,Sustainability Officer,Mixed-Use,2-5,5k-20km²,Dubai,>10 years,894168.4755004799,100k-500k,51.0,Increased>20%,>100%,0,1,1,0,0,0,6,Yes-systematic,1,0,0,0,0,1,1,1,3.0,Not familiar,Full strategy,Significantly impacted,8.0,0,1,1,0,0,1,0,0,4,11-20%,5,4,1,5,5,5.0,4,5,5,SaaS Subscription,>7yr,6052.8888861112155,5k-15k,4,Premium/Grade-A only,High-Intent Buyer
